cos2_sigma0,emp_ratio_d2
0.5202641139580577,0.5349790946411568
0.2996529147763442,0.2640209646402367
0.26853312798381357,0.22657696125104965
0.015705746294911553,0.02294363349348194
0.37203535042701574,0.4362066869193551
0.17445598725483863,0.17175666379006818
0.22059136630733142,0.30132571701552296
0.0013439484715149863,0.016055608455431632
0.20672671332725387,0.07354421288473954
0.048224571011624306,0.037358848785393466
0.14969772853907637,0.12860964615611437
0.05249844839342776,0.11957040616866682
0.5711246003824679,0.6017561410253333
0.013890665293327708,0.0010561496949015794
0.03147076604184815,0.012128460496397332
0.4155401822949381,0.32342444297440764
0.21011843694144142,0.22908003314959607
0.032765423128548896,0.008176428073172183
0.005849404914746639,0.015252920176857091
0.18984212992210117,0.33514148692641366
0.0578572974244414,0.055341551932557055
0.14696144065269953,0.08121921216689731
0.2419145940682659,0.41651884621892665
0.192076383745694,0.24569737832071753
0.2626650290194688,0.23710022950883924
0.0880881550473263,0.1288043621569672
0.08153804881863595,0.1250593142217391
0.1508182751958576,0.2483603689841678
0.0002728639092859765,0.011890393617580621
0.5146263934328444,0.3873888745219412
0.14029017735847188,0.07585353996262478
0.27748669934514797,0.17594472607782935
0.5057210328228151,0.38450345989515095
0.29096691773232697,0.3060787127371189
0.016786412274577018,0.0041786946084592085
0.02231530852945796,0.009606940803331385
0.3705981973330318,0.19897254522458033
0.1721313202341069,0.08556587999181833
0.09218378283372415,0.05631484284247587
0.10822070242997184,0.13299912873343017
0.1025925699854797,0.12991277496435136
0.10085402933787777,0.145487071521961
0.2863920419750446,0.16769447559115583
0.11910649738451752,0.26056744296178824
0.012235116594897668,0.0025925447664148778
0.4471605265345565,0.33115213343447075
0.012688159739534275,0.02430682882872908
0.1683070156242883,0.06830157119162501
0.17681748005100761,0.20010422085648763
0.0881500298216814,0.04823702133944468
0.006294071906650811,0.001949976486121447
0.02846532366764609,0.07372696972723031
0.08527179675178681,0.05997295933688073
0.4602519035951357,0.290272201179336
0.14026159853629627,0.22378966681478654
0.00026878472288363484,0.009095889105462433
0.5376106902663804,0.47887478210189527
0.09509870666218939,0.03458299219680447
0.0417685369951244,0.022195466085677792
0.1444803021699747,0.05283720809216363
0.03399572279464307,0.11508486249219609
0.11931264548094224,0.16295040726864823
0.04287568670118622,0.0019642010833191585
0.19081276842673214,0.1851784667649513
0.5179623581716473,0.43373383493941636
0.019157338953702,0.011652311350923287
0.0677064502834693,0.017038306816380158
0.44692509200810143,0.34886517153235747
0.10503379093681435,0.04869589575655642
0.2169411459175248,0.2955859312269036
0.04011591885844907,0.14994920090844105
0.5596082574191246,0.5326715290512235
0.3969753930667398,0.41636929695120806
0.16176119551868515,0.05439279817532546
0.4262455820157742,0.2730450710308567
0.14555240076773884,0.13661917748333358
0.1347365009036515,0.14912978493446633
0.08565989688795103,0.005880653886098091
0.34022820015532007,0.19832467431467718
0.005335404192814408,0.013238120094073314
0.2844942507578073,0.3895797964634212
0.3215133629454081,0.37163517894869674
0.0032723640284878807,0.0006092261567591121
0.28054569676526947,0.21758004331812608
0.00082283274111677,0.001576338117149522
0.07769338323409732,0.009896750957052088
0.0537003378661141,0.035195953388915784
0.06502225149071435,0.1470022084122008
0.02593512089427979,0.022648792372878097
0.030781664903081037,0.0031252296160075403
0.1461127334312902,0.08569947298359959
0.0015148822880127213,0.01850750231218166
0.0034367721417644845,0.004848373750443921
0.03745736411337773,0.02469190857046184
0.2048044994606444,0.32490238479405803
0.004854832586773134,0.008054825109721076
0.1370638127922198,0.034013218084584865
0.11567333305927896,0.036650470018965944
0.02356950836515075,0.12611337115682716
0.0010564303489048613,0.03806213750186003
0.10588586166617331,0.1251395000349107
0.38855778866257823,0.21502364989394904
0.19699644823376122,0.12694752675458226
0.1499329221993814,0.22756998198566242
0.03238881850706229,0.04341101880279361
0.05316041856386425,0.09103572965067162
0.050660011290573216,0.01970964005636848
0.2582265099681445,0.3581292851913124
0.10262129417310664,0.04360211895434616
0.14874265529004824,0.043011701027734696
0.3041865697128025,0.21737045017073398
0.013581218230606219,0.1002873883199103
0.17031716881140543,0.1327828453441618
0.005528279250011931,0.004899146496259579
0.19689035787642842,0.22493179845252292
0.055623249538186904,0.027233298065791472
0.6323671333671543,0.5197686819674797
0.142918694043466,0.04903516004476397
0.15859691236826737,0.05710524242192736
0.29779834278325124,0.14116251689341222
0.04236289954482584,0.10019636809831656
0.012421773124187466,0.005751034372408552
0.25373158501888216,0.2702901827193791
0.04643437138047048,0.10227693739793364
0.09073046067703235,0.1261819595930989
0.1857767456365319,0.34445068207662694
0.2267615923271706,0.2939578602682586
0.04618480582722607,0.04280437027031545
8.16030477785046e-05,0.0012791714626766515
0.029421739159121652,0.010164244527338244
0.004908430303565952,7.905386605146508e-06
0.2407900010468669,0.21937445685504145
0.22186473791934203,0.22159737606845714
0.08597669003279888,0.016281899225051962
0.002242808697144886,0.0014150107748867118
0.0017005764729697624,0.023178970400063847
0.08911328169129035,0.23768346240765795
0.02924282864346432,0.00024075955552667173
0.5277908008565638,0.5953309239747
0.330397084488167,0.4768051122447185
0.12546625150446997,0.09269112617350103
0.06412206149209217,0.005178427940075935
0.22225616235577267,0.3111170542110134
0.3966860961387855,0.3053512656078737
0.0033836627887772557,0.031675591652441173
0.24917793441453456,0.30668951365257763
0.13751492647131291,0.048604974893178936
0.33743744624879535,0.26406950399225476
0.2545723211304021,0.22607067774602171
0.17335194730432774,0.08453387748811197
0.05153762667971891,0.17170252224718924
0.08456869859403796,0.13931096788584582
0.020685507563949337,0.06969404634369317
0.5926325272426197,0.40577018042572943
0.00203611043563441,0.010944384104557314
0.2974120571290719,0.2561748311787741
0.18322660209309086,0.229888042857514
0.13873282978789014,0.24028785345375972
0.20453498132368256,0.36490252715491855
0.415050425844142,0.28856103199747857
0.23770615699526207,0.2962488370828184
0.10017510195253995,0.13550036780696545
0.00022897547828375098,0.014774888583535782
0.0005795171834936453,0.020578620470307524
0.2136054185393901,0.0707302911492183
0.04869572201654352,0.11706739286529112
0.11750773895518292,0.13973645508791785
0.14042016057784307,0.12364823588586979
0.20592855483645156,0.09331686912800152
0.026535192655493575,0.040302427860350924
0.469629583406481,0.4226908789684392
0.36835055181661286,0.22034883133421754
0.12758364934421074,0.08910637093109654
0.018833150158778865,0.009894737002126716
