rho0,rho1,sigma_eps,n_pos,n_neg,seed,d2_fisher,d2_best_single,amp_analytical,auc_r,auc_c,auc_opt,auc_fix,amp_opt,amp_fix,tpr_fpr_opt,tpr_fpr_fix
-0.2,0.0,0.0,200000,200000,42,15.624999999999996,6.25,9.374999999999996,0.961458933,0.961025637475,0.99569733015,0.993671775025,0.03423839714999999,0.03221284202500008,0.979715,0.969625
-0.2,0.0,0.0,200000,200000,2024,15.624999999999996,6.25,9.374999999999996,0.9613211934,0.960920976025,0.995681777525,0.993656680275,0.03436058412499998,0.032335486874999986,0.980265,0.96941
-0.2,0.0,0.0,200000,200000,7,15.624999999999996,6.25,9.374999999999996,0.96130534605,0.961728146175,0.99582011965,0.993732577275,0.034091973474999926,0.03200443109999995,0.980595,0.969725
-0.2,0.0,0.25,200000,200000,42,11.636846424160801,5.325443786982249,6.311402637178552,0.94864026115,0.932609956275,0.989310783725,0.987369476325,0.040670522575000034,0.038729215175000054,0.946795,0.936815
-0.2,0.0,0.25,200000,200000,2024,11.636846424160801,5.325443786982249,6.311402637178552,0.94851071275,0.932373668775,0.98929887535,0.9873520134,0.040788162600000066,0.03884130065000002,0.947005,0.93668
-0.2,0.0,0.25,200000,200000,7,11.636846424160801,5.325443786982249,6.311402637178552,0.94846214575,0.93342490395,0.989533685875,0.9874853256,0.04107154012500003,0.039023179850000034,0.947745,0.937035
-0.2,0.0,0.5,200000,200000,42,6.765645934559073,3.6885245901639343,3.0771213443951386,0.912734925775,0.864825117925,0.96314528755,0.96223285535,0.05041036177499991,0.04949792957499999,0.817425,0.81268
-0.2,0.0,0.5,200000,200000,2024,6.765645934559073,3.6885245901639343,3.0771213443951386,0.912671657225,0.864376581775,0.963174595575,0.96225309505,0.05050293834999997,0.04958143782500002,0.81788,0.813145
-0.2,0.0,0.5,200000,200000,7,6.765645934559073,3.6885245901639343,3.0771213443951386,0.91251565845,0.86569849785,0.963571316475,0.9625288565,0.051055658025000006,0.05001319804999993,0.818935,0.814745
-0.2,0.3,0.0,200000,200000,42,15.624999999999996,6.25,9.374999999999996,0.961840420875,0.961183370725,0.9926473251,0.9905212445,0.030806904224999987,0.028680823625000018,0.96511,0.954425
-0.2,0.3,0.0,200000,200000,2024,15.624999999999996,6.25,9.374999999999996,0.961367414075,0.96100647485,0.99256211215,0.99036123895,0.03119469807499997,0.028993824874999907,0.96475,0.953055
-0.2,0.3,0.0,200000,200000,7,15.624999999999996,6.25,9.374999999999996,0.961522514075,0.9616358202,0.992696944375,0.99047287485,0.031061124174999954,0.02883705464999997,0.96442,0.95358
-0.2,0.3,0.25,200000,200000,42,11.636846424160801,5.325443786982249,6.311402637178552,0.9490929006,0.93279877585,0.985154677975,0.983439013925,0.03606177737500005,0.03434611332500004,0.92789,0.91952
-0.2,0.3,0.25,200000,200000,2024,11.636846424160801,5.325443786982249,6.311402637178552,0.94853885245,0.93241631755,0.984990758025,0.9831978002,0.036451905575,0.03465894775,0.92717,0.917825
-0.2,0.3,0.25,200000,200000,7,11.636846424160801,5.325443786982249,6.311402637178552,0.9487229253,0.9333304957,0.98516373585,0.983350195025,0.036440810550000036,0.034627269724999965,0.927215,0.91867
-0.2,0.3,0.5,200000,200000,42,6.765645934559073,3.6885245901639343,3.0771213443951386,0.9133455473,0.865043722425,0.9582741139,0.957687385825,0.0449285666,0.044341838525000066,0.80328,0.799745
-0.2,0.3,0.5,200000,200000,2024,6.765645934559073,3.6885245901639343,3.0771213443951386,0.912650623325,0.864311467025,0.95788611025,0.95724828605,0.04523548692500001,0.04459766272499999,0.8026,0.799105
-0.2,0.3,0.5,200000,200000,7,6.765645934559073,3.6885245901639343,3.0771213443951386,0.912857566375,0.865629790975,0.9581312071,0.957471168775,0.04527364072499995,0.04461360240000001,0.802445,0.79955
0.0,0.0,0.0,200000,200000,42,12.5,6.25,6.25,0.961406351975,0.961002849325,0.993616127025,0.99147686615,0.03220977505,0.03007051417499995,0.96942,0.95789
0.0,0.0,0.0,200000,200000,2024,12.5,6.25,6.25,0.961156673925,0.960917548475,0.99364168385,0.991479199225,0.03248500992499992,0.030322525300000014,0.970005,0.958435
0.0,0.0,0.0,200000,200000,7,12.5,6.25,6.25,0.9611460264,0.961707670825,0.993819194925,0.99156540845,0.032111524100000066,0.02985773762499999,0.970675,0.958125
0.0,0.0,0.25,200000,200000,42,9.819825809454159,5.325443786982249,4.4943820224719095,0.94861281865,0.932554230975,0.986398292175,0.984566547225,0.037785473524999946,0.03595372857500001,0.930865,0.920565
0.0,0.0,0.25,200000,200000,2024,9.819825809454159,5.325443786982249,4.4943820224719095,0.9483137046,0.932378509475,0.9864173302,0.984561814575,0.038103625600000024,0.036248109975000053,0.930565,0.921025
0.0,0.0,0.25,200000,200000,7,9.819825809454159,5.325443786982249,4.4943820224719095,0.9483051882,0.93338771265,0.9866868548,0.98470946485,0.038381666599999975,0.03640427665000001,0.931395,0.92079
0.0,0.0,0.5,200000,200000,42,6.127548980407838,3.6885245901639343,2.4390243902439033,0.912815249575,0.86472252395,0.959609032225,0.958868137275,0.046793782650000004,0.046052887699999934,0.795975,0.791955
0.0,0.0,0.5,200000,200000,2024,6.127548980407838,3.6885245901639343,2.4390243902439033,0.912400068525,0.8644011387,0.959561267125,0.958801161975,0.04716119860000001,0.046401093449999986,0.794815,0.79192
